식품군,식품명,에너지,단백질,지방 ,탄수화물,당류
,,kcal,g,g,g,g
채소류,"쑥, 생것",37,3.4,0.38,7.04,0
채소류,"쑥, 데친것",39,3.71,0.63,6.79,0
채소류,"쑥, 말린것",272,25.8,2.05,53.8,0.16
채소류,"쑥, 사자발쑥, 생것",56,2.6,0.5,12.7,-
채소류,"쑥, 사자발쑥, 데친것",55,1.9,0.3,13.3,-
채소류,"쑥갓, 생것",15,1.93,0.17,2.35,0
채소류,"쑥갓, 데친것",21,2.1,0.3,3.8,0
채소류,"쑥부쟁이, 생것",26,2.92,0.72,3.53,0.08
채소류,"씀바귀, 생것",43,2.9,0.4,9.2,-
채소류,"씀바귀, 데친것",31,2.6,0.2,6.3,-
채소류,"씀바귀, 뿌리, 생것",71,2.54,0.13,16.24,5.05
채소류,"아스파라거스, 생것",17,2.02,0.34,2.53,1.35
채소류,"아스파라거스, 데친것",17,2.08,0.19,2.81,1.24
채소류,"아스파라거스, 통조림",14,1.1,0.1,3,-
채소류,"아스파라거스, 하얀색, 생것",21,1.85,0.53,3.51,3.49
채소류,"아욱, 생것",37,3.08,0.31,7.64,0
채소류,"아욱, 데친것",31,3.52,0.49,5.2,0
채소류,"아이비카, 닥풀, 말린것",260,27.7,4.4,43.7,-
채소류,"아주까리, 순, 말린것",287,36.8,3.1,48,-
채소류,"아주까리, 잎, 생것",82,5.8,0.5,17.8,-
채소류,"아티초크, 생것",47,3.27,0.15,10.51,0.99
채소류,"아티초크, 삶은것",53,2.89,0.34,11.95,0.99
채소류,"아티초크, 냉동",38,2.63,0.43,7.75,-
채소류,"아티초크, 냉동, 삶은것",45,3.11,0.5,9.18,0.84
채소류,"알로에, 과육, 생것",3,0.1,-,0.7,-
채소류,알로에 음료,40,0,0,11.09,9.21
채소류,"알팔파, 싹, 생것",21,3.53,0.2,3.14,0.34
채소류,"양배추, 생것",33,1.68,0.08,7.92,4.79
채소류,"양배추, 데친것",32,1.71,0.12,7.56,5.2
채소류,"양배추, 찐것",32,1.68,0.12,7.41,4.24
채소류,"양배추, 적색, 생것",41,2.13,0.21,9.53,4.77
채소류,"양배추, 적색, 싹, 생것",39,3.38,1.77,4.6,0.73
채소류,"양배추 샐러드, 코울슬로",153,0.95,9.91,14.89,12.19
채소류,"양파, 생것",29,0.95,0.04,6.67,5.74
채소류,"양파, 데친것",29,0.84,0.04,6.97,4.56
채소류,"양파, 말린것",340,11.7,1,78,-
채소류,"양파, 수입산, 생것",30,0.9,0.1,7,-
채소류,"양파, 자색 양파, 생것",32,0.75,0.02,7.81,3.31
채소류,"양파, 레드프라임, 생것",37,0.46,0.63,8.56,6.56
채소류,"양파, 썬파워, 생것",32,0.52,0.47,7.38,6
채소류,"양파, 샬롯, 생것",80,2.28,2.54,14.84,2.1
채소류,"양파링, 튀김옷, 냉동",258,3.15,14.1,30.53,-
채소류,"양파링, 튀긴것(튀김옷)",411,3.86,25.23,43.58,5.43
채소류,양파 장아찌,85,1.59,0.05,20.99,15.24
채소류,"양하, 생것",13,0.6,0.1,2.8,-
채소류,"어수리, 생것",31,4.4,0.3,5,-
채소류,"어수리, 잎, 생것",45,2.4,0.3,10.4,-
채소류,"음나무(엄나무), 잎, 생것",41,6.94,0.67,5.2,0.36
채소류,"음나무(엄나무), 잎, 데친것",37,7.05,0.75,3.86,0
채소류,"엉겅퀴, 말린것",267,22.4,1.6,55.6,-
채소류,"엉겅퀴, 삶아서 말린것",279,27.4,2.2,54.2,-
채소류,"여주(고야), 생것",22,1.28,0.36,4.48,0.36
채소류,"연근, 생것",75,1.63,0.07,17.28,1.81
채소류,"연근, 데친것",62,1.07,0.08,14.41,0.59
채소류,연근 조림,261,2.1,1.3,60.2,-
채소류,"열대비름(아마란스), 잎, 생것",45,5.8,0.9,6.5,-
채소류,"열대비름(아마란스), 어린잎, 생것",21,2.99,0.35,3.11,0
채소류,"열무, 생것",14,2.08,0.21,1.99,0
채소류,"열무, 데친것",19,2.69,0.25,2.95,0
채소류,"염교(락교), 뿌리줄기, 생것",83,1.4,0.2,29.3,-
채소류,염교(락교),93,0.52,1,21.79,18.72
채소류,"영아자, 생것",34,2.5,0.1,7.7,-
채소류,"영아자, 데친것",36,2.5,0.2,7.8,-
채소류,"영아자, 말린것",278,23.8,3.1,54.4,-
채소류,"오이, 겨울살이청장, 생것",13,0.8,0,3.1,-
채소류,"오이, 늙은오이, 생것",9,1.19,0.03,1.71,0.85
채소류,"오이, 다다기, 생것",13,1.06,0.05,2.79,1.51
채소류,"오이, 취청, 생것",12,0.95,0.04,2.55,1.77
채소류,오이 피클,91,0.38,0.12,25.07,22.69
채소류,"오이지, 염절임",11,0.55,0.1,2.35,0.54
채소류,"오크라, 생것",26,2.1,0.2,6.6,1.9
채소류,"오크라, 데친것",29,2.1,0.1,7.6,-2.1
채소류,"옥수수, 순, 생것",40,1.7,0.3,8.2,-
채소류,"우엉, 생것",69,2.61,0.06,15.29,2.87
채소류,"우엉, 데친것",52,1.88,0.09,11.34,0.69
채소류,"우엉, 장조림",149,2.1,0.3,34.37,17.4
채소류,"울금, 생것",87,1.8,2.56,15.77,3.83
채소류,울외장아찌,67,5.1,0.3,13.1,-
채소류,"원추리, 생것",35,3.55,0.36,6.48,2.51
채소류,"원추리, 데친것",28,3.22,0.29,5.09,1.78
채소류,"유채, 싹, 생것",78,3.4,4.6,6.8,-
채소류,"유채, 잎, 생것",30,3.89,0.31,4.98,0.58
채소류,"유채, 잎, 데친것",29,4.36,0.38,4.15,0.49
채소류,"유채, 동채, 생것",29,4.13,0.32,4.6,0.6
채소류,"유채, 동채, 데친것",31,4.45,0.4,4.6,0.62
채소류,"유채, 잎줄기, 생것",36,4.1,0.4,6,-
채소류,"유채, 잎줄기, 데친것",30,3.6,0.4,5.3,-
채소류,"잇꽃(홍화), 잎, 생것",45,3.9,0.4,9,-
채소류,"자운영, 생것",40,4.6,0.6,6.6,-
채소류,"잔대, 뿌리, 생것",79,2.1,0.2,18.6,-
채소류,"잔대, 순, 생것",55,3.4,0.9,9.9,-
채소류,"적양무, 어린잎, 생것",19,2.54,0.42,2.54,0.22
채소류,"전호, 생것",23,3.1,0.1,4.2,-
채소류,"제비쑥, 생것",35,4.5,0.7,5,-
채소류,"조뱅이, 생것",47,4,0.2,10.1,-
채소류,"줄나물, 말린것",236,29.7,1.7,41.9,-
채소류,"진달래꽃, 생것",26,1,0.1,6.3,-
채소류,"질경이, 생것",48,3,0.2,10.8,-
채소류,"질경이, 데친것",45,2.4,0.1,10.7,-
채소류,"참나물, 야생, 생것",39,3.5,0.4,7.6,-
채소류,"참나물, 야생, 말린것",309,5.9,3.5,74.3,-
채소류,"참나물, 재배, 생것",20,1.58,0.19,4.09,0
채소류,"참나물, 재배, 데친것",22,1.39,0.23,4.54,0
채소류,"참나물, 재배, 말린것",308,8.5,3.8,71.6,-
채소류,"참반디, 말린것",288,12.6,2.7,65.7,-
채소류,"참빗살나무, 잎, 생것",61,7.4,0.7,10.3,-
채소류,"참죽나물(가죽나물), 생것",48,5.8,0.39,8.59,0.78
채소류,"참죽나물(가죽나물), 데친것",46,5.39,0.51,8.1,0.57
채소류,"참죽나물, 말린것",280,27.9,1,57,-
채소류,"참죽나물(가죽나물), 삶아서 말린것",269,34.44,3.13,44.54,6.8
채소류,"참죽나물(가죽나물), 삶아서 말린것, 삶은것",52,7.28,0.74,7.89,0.38
채소류,"청경채, 생것",10,1.41,0.09,1.64,0
채소류,"청경채, 데친것",11,1.6,0.13,1.81,0
채소류,"청경채, 어린잎, 생것",16,2.59,0.32,1.86,0.29
채소류,"초석잠, 뿌리, 생것",76,2.3,0.56,17,0.17
채소류,"총각무, 전체, 생것",22,1.38,0.07,5.18,2.19
채소류,"총각무, 뿌리, 생것",30,1.16,0.05,6.99,3.34
채소류,"총각무, 잎, 생것",24,1.97,0.34,4.59,0.61
채소류,"취나물, 개미취, 생것",53,4.2,0.3,11.3,-
채소류,"취나물, 곰취, 생것",32,3.04,0.49,5.77,1.1
채소류,"취나물, 곰취, 데친것",35,3.28,0.64,6.09,0.3
채소류,"취나물, 곰취, 야생, 말린것",307,5.1,4.9,71.1,-
채소류,"취나물, 곰취, 재배, 말린것",306,8,4.7,69.2,-
채소류,"취나물, 미역취, 생것",48,3.7,0.6,9.6,-
채소류,"취나물, 참취, 생것",51,2.61,0.38,11.66,2.55
채소류,"취나물, 참취, 데친것",49,2.77,0.5,10.54,0.63
채소류,"취나물, 참취, 말린것",265,22.2,2.3,53.6,-
채소류,"취나물, 참취, 말린것, 삶은것",55,3,0.5,12.3,-
채소류,"취나물, 참취, 삶아서 말린것",299,26.85,3.67,56.82,3.43
채소류,"취나물, 참취, 삶아서 말린것, 데친것",49,4.9,0.97,8.22,0
채소류,"치커리, 뿌리, 생것",72,1.4,0.2,17.51,8.73
채소류,"치커리, 잎, 생것",16,1.7,0.21,2.95,0
채소류,"치커리, 잎, 적색, 생것",25,2.3,0.2,5,-
채소류,"치커리, 치콘, 생것",14,1.19,0.25,2.62,-
채소류,"케일, 생것",26,3.11,0.24,4.61,0
채소류,"케일, 꽃케일, 생것",33,3.3,0.2,6.5,-
채소류,"케일, 로얄채, 생것",49,2.7,0.3,11.1,-
채소류,"케일, 꽃케일, 적색, 생것",31,3.1,0.3,5.8,-
채소류,"케일, 하우스, 생것",22,2,0.3,4.2,-
채소류,"콜라비, 생것",22,1.16,0.05,5.16,1.55
채소류,"콜라비, 데친것",20,1,Tr,5.2,-2.3
채소류,"콩나물, 생것",36,4.64,1.36,3.8,0.35
채소류,"콩나물, 삶은것",33,4.52,1.51,2.55,0.62
채소류,"콩나물, 말린것",406,45.7,10.8,32.5,-
채소류,"콩나물, 가루",409,45.4,11.6,31.7,-
채소류,"콩나물, 녹색, 생것",27,4.2,0.9,2.7,-
채소류,"콩잎, 잎, 생것",94,6.6,0.3,21,-
채소류,"토란대, 줄기, 생것",16,0.28,0.05,4.25,1.52
채소류,"토란대, 줄기, 데친것",20,0.4,-,5.3,-
채소류,"토란대, 줄기, 말린것",261,7.4,1.1,65.5,-
채소류,"토란대, 줄기, 말린것, 데친것",20,0.5,0.1,4.9,-
채소류,"토마토, 생것",19,1.03,0.18,4.26,2.37
채소류,"토마토, 데친것",17,0.7,0.14,4.06,2.08
채소류,"토마토, 대저, 생것",23,0.76,0.04,5.87,1.45
채소류,"토마토, 대저, 데친것",26,0.94,0.06,6.5,3.85
채소류,"토마토, 방울토마토, 생것",25,1,0.13,6.02,3.89
채소류,"토마토, 유기재배, 생것",17,0.9,0.1,3.9,-
채소류,"토마토, 흑토마토, 생것",21,0.68,0.04,5.22,2.96
채소류,"토마토, 흑토마토, 데친것",19,0.66,0.03,4.78,2.74
채소류,토마토 음료,41,0.4,0.02,10.92,8.4
채소류,"토마토, 통조림",21,0.9,0.2,4.4,-3.6
채소류,"토마토, 통조림, 페이스트",98,4.22,0.24,19.68,11.78
채소류,"토마토, 통조림, 퓨레",44,1.9,0.1,9.9,-5.2
채소류,"토스카노(잎브로콜리), 생것",40,4.7,0.6,6.7,-
채소류,"파, 생것",29,1.2,0.2,6.7,-
채소류,"파, 골파, 생것",29,1.5,0.2,6.5,-
채소류,"파, 실파, 생것",16,1.5,0.1,3.2,-
채소류,"파, 쪽파, 생것",21,1.73,0.14,4.24,1.17
채소류,"파, 대파, 생것",23,1.78,0.15,4.8,2.63
채소류,"파드득나물(삼엽채), 생것",25,1.8,0.1,5.5,-
채소류,"파슬리, 생것",20,2.36,0.26,3.37,0.44
채소류,"파프리카, 노란색, 생것",24,0.77,0.12,5.95,2.79
채소류,"파프리카, 노란색, 데친것",25,0.79,0.13,6.21,2.76
채소류,"파프리카, 빨간색, 생것",26,0.91,0.13,6.42,2.65
채소류,"파프리카, 빨간색, 데친것",28,0.92,0.13,6.91,2.68
채소류,"파프리카, 주황색, 생것",24,1.02,0.12,5.88,5.26
채소류,"파프리카, 주황색, 데친것",27,1.06,0.12,6.45,5.38
채소류,"미니파프리카, 노란색, 생것",41,1.01,1.09,8.32,8.8
채소류,"미니파프리카, 빨간색, 생것",41,1.07,0.94,8.49,7.45
채소류,"미니파프리카, 주황색, 생것",38,0.97,0.79,8.22,6.28
채소류,"피망, 빨간색, 생것",28,1.17,0.09,6.94,3.02
채소류,"피망, 빨간색, 데친것",33,1.24,0.11,8.18,3.13
채소류,"피망, 초록색, 생것",22,0.9,0.04,5.36,1.35
채소류,"피망, 초록색, 데친것",23,0.92,0.06,5.59,1.16
채소류,"할라페뇨, 통조림",27,0.92,0.94,4.74,2.14
채소류,"해바라기, 싹, 생것",9,2.2,0.1,0.9,-
채소류,"호박, 싹, 생것",38,4.5,1.7,3.6,-
채소류,"호박, 잎, 생것",45,4.83,0.38,8.43,0.84
채소류,"호박, 잎, 데친것",32,3.09,0.34,6.14,0.33
채소류,"호박, 잎, 찐것",49,4.84,0.49,9.19,0.7
채소류,"호박, 국수호박, 생것",18,0.6,0.1,4.4,-
채소류,"호박, 국수호박, 데친것",16,0.5,0.1,3.8,-
채소류,"호박, 늙은호박, 생것",38,0.88,0.17,8.49,3.5
채소류,"호박, 늙은호박, 데친것",30,1.7,0.1,6.9,-
채소류,"호박, 늙은호박, 삶은것",24,0.6,0.13,5.23,2.55
채소류,"호박, 늙은호박, 찐것",40,1.09,0.14,8.88,4.93
채소류,"호박, 늙은호박, 말린것",333,7.6,2.42,72.33,37.86
채소류,"호박, 단호박, 생것",57,1.19,0.65,13.63,4.74
채소류,"호박, 단호박, 데친것",30,1.7,0.1,6.9,-
채소류,"호박, 단호박, 찐것",66,1.72,0.84,15.45,7.34
채소류,"호박, 애호박, 생것",22,1.07,0.09,5.14,2.43
채소류,"호박, 애호박, 데친것",21,1.05,0.1,4.88,2.08
채소류,"호박, 애호박, 말린것",284,13.75,1.11,67.64,41.33
채소류,"호박, 애호박, 말린것, 데친것",31,2.24,0.26,6.54,0.67
채소류,"호박, 쥬키니, 생것",23,1.02,0.1,5.54,2.34
채소류,"호박, 쥬키니, 데친것",11,0.9,0,2.4,-
채소류,"호박, 쥬키니, 삶은것",12,0.82,0.07,2.52,1.35
채소류,"호박, 차요테, 초록색, 생것",21,0.59,0.46,4.37,2.32
채소류,"호박, 차요테, 하얀색, 생것",19,0.61,0.33,4.27,2.54
채소류,호박즙,21,0.64,0,4.73,3.53
채소류,"화살나무(홑잎), 순, 생것",96,4.77,0.84,21.59,3.32
채소류,"화살나무(홑잎), 순, 데친것",78,4.03,0.94,17.03,2.07
버섯류,"검은비늘버섯, 생것",13,1.8,0.1,4.5,-
버섯류,"검은비늘버섯, 말린것",177,20.1,2.7,62.1,-
버섯류,"꽃송이버섯, 생것",19,1.11,0.39,7.35,0.89
버섯류,"꽃송이버섯, 데친것",22,0.87,0.49,8.99,0.3
버섯류,"꽃송이버섯, 말린것",182,15.18,4.14,66.49,0.45
버섯류,"꽃송이버섯, 말린것(자연건조)",173,19.59,2.34,61.65,0.44
버섯류,"나도팽나무버섯, 생것",16,2.4,0,5.7,-
버섯류,"나도팽나무버섯, 말린것",182,23.6,0.5,66.1,-
버섯류,"노루궁뎅이버섯, 생것",13,2.57,0.41,2.89,0.54
버섯류,"노루궁뎅이버섯, 데친것",18,3.28,0.4,4.68,0.12
버섯류,"노루궁뎅이버섯, 말린것",179,24.5,3.2,57.8,-
버섯류,"느타리버섯, 생것",15,2.6,0.14,4.7,0.74
버섯류,"느타리버섯, 데친것",21,3.26,0.23,6.51,0.01
버섯류,"느타리버섯, 말린것",189,25.1,3.9,60.72,-
버섯류,"느타리버섯, 말린것(자연건조)",182,25.36,2.98,58.92,-
버섯류,"느타리버섯, 노랑느타리버섯, 생것",16,2.5,0.1,5.3,-
버섯류,"느타리버섯, 분홍느타리버섯, 생것",24,4.1,0,8.1,-
버섯류,"느타리버섯, 여름느타리버섯, 생것",21,4.4,0.1,6,-
버섯류,"느타리버섯, 율무느타리버섯, 생것",21,3.6,0.3,6.4,-
버섯류,"느타리버섯, 참타리버섯, 생것",16,2.6,0,5.3,-
버섯류,"느타리버섯, 참타리버섯, 데친것",20,3.9,0,6.1,-
버섯류,"느타리버섯, 청느타리버섯, 생것",18,3.9,0,5.2,-
버섯류,"능이버섯(향버섯), 생것",17,2.2,0.1,5.9,-
버섯류,"동충하초, 누에동충하초, 생것",27,5.56,0.38,7.07,0.33
버섯류,"동충하초, 누에동충하초, 말린것",133,60.9,2.4,0,-
버섯류,"만가닥버섯, 생것",19,2.5,0.34,6.34,0.37
버섯류,"만가닥버섯, 데친것",19,2.73,0.35,6.07,0.11
버섯류,"목이버섯, 생것",13,0.79,0.19,5.22,0.12
버섯류,"목이버섯, 데친것",13,1.15,0.23,4.84,0
버섯류,"목이버섯, 말린것",169,11.88,1.26,69.66,1.57
버섯류,"목이버섯, 말린것(자연건조)",183,14.1,1.99,72.78,1.67
버섯류,"목이버섯, 흰백목이, 생것",28,1.2,0.55,11.58,0.18
버섯류,"목이버섯, 흰백목이, 데친것",18,1.02,0.43,7.01,0.1
버섯류,"밤버섯, 생것",17,2.9,0.9,3.5,-
버섯류,"버들송이버섯, 생것",20,4.2,0.1,5.5,-
버섯류,"버들송이버섯, 갓, 말린것",191,23.3,4.7,61.6,-
버섯류,"버들송이버섯, 줄기, 말린것",183,14.3,2.7,71.1,-
버섯류,"뽕나무버섯, 야생, 갓, 말린것",195,27.7,6.9,54.4,-
버섯류,"뽕나무버섯, 야생, 줄기, 말린것",180,15.8,0.9,72.2,-
버섯류,"뽕나무버섯, 재배, 갓, 말린것",192,24.4,5.7,58.6,-
버섯류,"뽕나무버섯, 재배, 줄기, 말린것",182,12.8,0.6,76.6,-
버섯류,"상황버섯, 말린것",179,4.4,0.27,84.58,0
버섯류,"상황버섯, 추출",3,0.07,0.01,0.56,0.12
버섯류,"석이버섯, 말린것",165,11.75,0.96,68.47,0.33
버섯류,"송이버섯, 생것",21,2.05,0.15,8.12,0.31
버섯류,"송이버섯, 데친것",22,2.15,0.24,8.51,1.22
버섯류,"싸리버섯, 생것",20,2.8,0.6,5.7,-
버섯류,"싸리버섯, 말린것",179,19.9,4.8,58.9,-
버섯류,"아위버섯, 생것",26,3.53,0.4,8.56,0.59
버섯류,"아위버섯, 데친것",27,3.62,0.43,8.69,0.01
버섯류,"애느타리버섯, 생것",16,4.2,0.1,3.5,-
버섯류,"양송이버섯, 생것",15,3.12,0.23,3.89,0.1
버섯류,"양송이버섯, 데친것",15,3.15,0.26,3.63,0.09
버섯류,"양송이버섯, 말린것",180,31.34,2.59,53.02,1.21
버섯류,"양송이버섯, 말린것(자연건조)",166,34.62,3.52,40.29,1.15
버섯류,"양송이버섯, 가루",176,33.39,3.57,46.45,1.18
버섯류,"양송이버섯, 통조림",17,3.75,0.41,3.87,0
버섯류,"양송이버섯, 갈색양송이, 생것",15,3.73,0.2,3.24,0.59
버섯류,"양송이버섯, 갈색양송이, 데친것",14,2.94,0.31,3.5,0.37
버섯류,"영지버섯, 말린것",187,9.41,1.4,81.03,0
버섯류,"영지버섯, 추출",0,0.07,0.01,0.03,0
버섯류,"잎새버섯, 생것",13,2.2,0.5,3.29,0.14
버섯류,"잎새버섯, 데친것",16,2.26,0.57,4.46,0
버섯류,"큰느타리버섯(새송이버섯), 생것",20,2.92,0.23,6.54,0.25
버섯류,"큰느타리버섯(새송이버섯), 데친것",21,3.14,0.33,6.48,0.03
버섯류,"큰느타리버섯(새송이버섯), 말린것",179,25.05,2.07,59.81,4.88
버섯류,"큰느타리버섯(새송이버섯), 말린것(자연건조)",171,26.23,2.09,54.68,4.69
버섯류,"큰느타리버섯(새송이버섯), 가루",184,25.09,2.51,61.4,-
버섯류,"팽이버섯, 생것",21,2.41,0.51,7,0.54
버섯류,"팽이버섯, 데친것",20,2.6,0.39,6.43,0.06
버섯류,"팽이버섯, 갈뫼, 생것",18,2,0,6.9,-
버섯류,"팽이버섯, 백로, 생것",22,2.6,0.1,8.4,-
버섯류,"팽이버섯, 야생, 생것",18,1.4,0.7,6.1,-
버섯류,"팽이버섯, 갈색팽이, 생것",21,3.06,0.6,6.13,0.65
버섯류,"팽이버섯, 갈색팽이, 데친것",21,3.01,0.37,6.59,0.18
버섯류,"포타벨라, 생것",16,3.3,0.1,4.6,-
버섯류,"표고버섯, 배지재배, 생것",31,3.9,0.38,10.84,0.36
버섯류,"표고버섯, 배지재배, 데친것",25,3,0.34,8.63,0.51
버섯류,"표고버섯, 배지재배, 말린것",178,22.42,2.14,61.81,2.27
버섯류,"표고버섯, 배지재배, 말린것(자연건조)",174,23.56,1.99,58.78,0.19
버섯류,"표고버섯, 배지재배, 말린것, 삶은것",29,3.2,0.36,10.55,0.55
버섯류,"표고버섯, 배지재배, 갓, 생것",26,4.44,0.32,8.03,0.4
버섯류,"표고버섯, 배지재배, 갓, 데친것",21,4.71,0.3,4.98,0.96
버섯류,"표고버섯, 배지재배, 갓, 말린것",183,31.84,2.93,53.29,3.3
버섯류,"표고버섯, 배지재배, 갓, 말린것, 삶은것",24,4.06,0.43,6.8,0.82
버섯류,"표고버섯, 배지재배, 대, 생것",39,4.59,0.33,14.02,0.66
버섯류,"표고버섯, 배지재배, 대, 데친것",32,3.25,0.24,12.36,0.88
버섯류,"표고버섯, 배지재배, 대, 말린것",180,21.14,1.61,65.35,4.69
버섯류,"표고버섯, 배지재배, 대, 말린것, 삶은것",31,2.91,0.34,11.8,0.46
버섯류,"표고버섯, 참나무재배, 생것",18,2,0.3,6.1,-
버섯류,"표고버섯, 참나무재배, 데친것",18,2.4,0.2,6.3,-
버섯류,"표고버섯, 참나무재배, 말린것",178,18.1,3.1,63.7,-
버섯류,"표고버섯, 참나무재배, 말린것, 삶은것",35,3,0.7,13,-
버섯류,"표고버섯, 가루",186,18.84,2.54,68.25,4.61
버섯류,"풀버섯, 생것",15,2.7,0.1,4.6,-
과일류,"감, 탈삽, 생것",59,0.5,0.1,16.9,13.6
과일류,"감, 단감, 생것",51,0.41,0.04,13.66,10.52
과일류,"감, 단감, 잼",225,0.3,0.1,55.7,-
과일류,"감, 대봉, 갑주백목, 생것",72,0.51,0.86,17.57,16.66
과일류,"감, 둥시, 생것",71,0.6,0.1,18.8,-
과일류,"감, 둥시, 말린것",223,1.59,0.05,60.45,24.25
과일류,"감, 연시, 생것",65,0.29,0.04,17.76,12.32
과일류,"감, 연시, 냉동",66,0,0.04,18.36,10.35
과일류,"감, 감말랭이, 말린것",255,1.94,0.16,68.61,55.11
과일류,"감, 곶감, 말린것",214,1.93,0.08,57.45,29.76
과일류,감 주스,41,0.1,0.1,11,-
과일류,"구기자, 열매, 재래종, 생것",69,4.5,2.04,10.23,7.31
과일류,"구아바, 생것",33,0.6,0.1,9.9,-3.5
과일류,"구아바, 넥타, 과육 20%",49,0.1,0.1,12.3,-9.9
과일류,"구아바 주스, 과즙 음료(10%)",50,0.1,0.1,12.3,-
과일류,"구즈베리, 생것",51,1,0.1,13.2,-10.9
과일류,"귤, 만감류, 레드향, 생것",48,0.59,0.12,12.39,10.44
과일류,"귤, 만감류, 신예감, 생것",34,0.29,0.41,8.2,6.7
과일류,"귤, 만감류, 천혜향, 생것",41,0.82,0.08,10.56,8.37
과일류,"귤, 만감류, 한라봉, 생것",50,0.99,0.11,12.8,10.17
과일류,"귤, 만감류, 황금향, 생것",40,0.4,0.13,10.3,8.39
과일류,"귤, 온주밀감, 생것",39,0.53,0.1,10.04,7.99
과일류,"귤, 온주밀감, 궁천조생, 노지, 생것",39,0.29,0.16,10.16,8.19
과일류,"귤, 온주밀감, 궁천조생, 하우스, 생것",42,0.69,0.09,10.78,8.76
과일류,"귤, 온주밀감, 유라조생, 하우스, 생것",39,0.55,0.08,10.17,9.05
과일류,"귤, 온주밀감, 일남1호, 생것",33,0.49,0.08,8.48,7.35
과일류,"귤, 온주밀감, 하례조생, 노지, 생것",37,0.4,0.08,9.74,7.85
과일류,"귤, 온주밀감, 하례조생, 하우스, 생것",44,0.71,0.14,11.18,9.23
과일류,"귤, 온주밀감, 흥진조생, 생것",40,0.48,0.14,10.41,8.39
과일류,"귤, 임온주, 생것",43,1,0.1,10.8,-
과일류,귤 음료,37,0.21,0.05,8.84,7.71
과일류,귤 주스,37,0.46,0.08,9.58,8.64
과일류,"귤, 잼",289,0.62,0.08,71.51,65.78
과일류,"귤, 통조림",58,0.52,0.17,13.61,10.6
과일류,"금귤, 생것",73,1.19,0.13,18.77,11.77
과일류,"꾸지뽕, 열매, 생것",74,1.74,2.16,13.82,9.9
과일류,"다래, 생것",67,1.6,0.4,16.2,-
과일류,"대추, 생것",105,1.45,0.1,27.56,24.34
과일류,"대추, 말린것",276,3.73,0.25,72.57,59.09
과일류,"대추야자, 말린것",281,2.2,0.2,71.3,-59
과일류,"두리안, 생것",140,2.3,3.3,27.1,-
과일류,"딸기, 개량종, 생것",36,0.8,0.2,8.9,-
