식품군,식품명,에너지,단백질,지방 ,탄수화물,당류
,,kcal,g,g,g,g
어패류 및 그 제품,"웅어, 생것",169,15.9,10.8,0,-
어패류 및 그 제품,"은어, 생것",114,16.7,4.5,0.2,-
어패류 및 그 제품,"은어, 구운것",149,26.6,6.8,0.1,-
어패류 및 그 제품,"은어, 내장, 생것",180,9.5,17.5,0.3,-
어패류 및 그 제품,"은어, 내장, 구운것",161,23,10.1,0.4,-
어패류 및 그 제품,"은어, 양식, 생것",138,17.8,7.9,0.6,-
어패류 및 그 제품,"은어, 양식, 구운것",202,22.6,15.1,0.8,-
어패류 및 그 제품,"은어, 양식, 내장, 생것",485,7.4,55,0.3,-
어패류 및 그 제품,"은어, 양식, 내장, 구운것",500,15.2,52.3,0.4,-
어패류 및 그 제품,"은어, 내장, 젓갈",125,11.4,8.5,0.8,-
어패류 및 그 제품,"인상어, 생것",133,21.8,4.2,0.4,-
어패류 및 그 제품,"임연수어, 생것",152,19.6,7.1,0.5,-
어패류 및 그 제품,"임연수어, 반건조",161,20.6,9.4,0.1,-
어패류 및 그 제품,"임연수어, 염장",198,17.6,13.1,0.2,-
어패류 및 그 제품,"잉어, 생것",113,17.5,4,0.3,-
어패류 및 그 제품,"잉어, 삶은것",190,19.2,13.4,0.2,-
어패류 및 그 제품,"잉어, 내장, 생것",258,9,25.9,1.3,-
어패류 및 그 제품,"장갱이, 생것",90,19.1,1,0,-
어패류 및 그 제품,"장문볼락, 생것",87,15.7,2.1,0.2,-
어패류 및 그 제품,"장문볼락, 구운것",96,18.51,1.87,0,0
어패류 및 그 제품,"장어, 갯장어, 생것",170,17.9,9.9,0.4,-
어패류 및 그 제품,"장어, 먹장어, 생것",129,16.9,6,0.4,-
어패류 및 그 제품,"장어, 뱀장어, 생것",223,14.4,17.1,0.3,-
어패류 및 그 제품,"장어, 뱀장어, 구운것",236,23.65,14.95,0,-
어패류 및 그 제품,"장어, 뱀장어, 조미, 구운것",249,30.4,14.2,0,-
어패류 및 그 제품,"장어, 뱀장어, 간, 생것",197,12.2,6.3,22.3,-
어패류 및 그 제품,"장어, 붕장어, 생것",135,17.4,6.4,0.3,-
어패류 및 그 제품,"장어, 붕장어, 냉동",158,19,8,0.5,-
어패류 및 그 제품,"장어, 붕장어, 뼈, 튀긴것",556,14.8,41.3,31.2,-
어패류 및 그 제품,"장어, 칠성장어, 생것",259,21,18,0.3,-
어패류 및 그 제품,"장어, 칠성장어, 말린것",415,33.3,29,0.5,-
어패류 및 그 제품,"장어, 양념, 구운것",289,20.5,20.4,5.9,-
어패류 및 그 제품,"전갱이, 생것",133,20.7,4.8,0.1,-
어패류 및 그 제품,"전갱이, 삶은것",136,22.4,5.9,0.1,-
어패류 및 그 제품,"전갱이, 구운것",157,25.9,6.4,0.1,-
어패류 및 그 제품,"전갱이, 냉동",119,20,3.5,0.3,-
어패류 및 그 제품,"전갱이, 소금에 절여 말린것",262,46,6.9,0.7,-
어패류 및 그 제품,"전갱이, 조미반건조",150,20.2,8.8,0.1,-
어패류 및 그 제품,"전갱이, 조미반건조, 구운것",194,24.6,12.3,0.1,-
어패류 및 그 제품,"전갱이, 통조림, 조미",131,14.7,0.1,17.9,-
어패류 및 그 제품,"전갱이 튀김, 냉동",144,16.1,2.3,14.8,-
어패류 및 그 제품,"전갱이, 어린것, 생것",99,19.9,1.5,0.3,-
어패류 및 그 제품,"전갱이, 갈전갱이, 생것",111,19.6,3,0.1,-
어패류 및 그 제품,"전갱이, 줄전갱이, 생것",112,24,1.1,0.1,-
어패류 및 그 제품,"전어, 생것",107,19.2,2.7,0.2,-
어패류 및 그 제품,"전어, 젓갈",124,15.3,6.7,0.5,-
어패류 및 그 제품,"점감펭, 생것",90,19.4,0.7,0.3,-
어패류 및 그 제품,"점줄우럭, 생것",100,19.3,1.9,0.1,-
어패류 및 그 제품,"점줄우럭, 구운것(오븐)",118,24.84,1.3,0,-
어패류 및 그 제품,"정어리, 생것",171,20,9.1,0.2,-
어패류 및 그 제품,"정어리, 삶은것",182,22.4,8.7,0.2,-
어패류 및 그 제품,"정어리, 구운것",199,25.3,9.4,0.2,-
어패류 및 그 제품,"정어리, 말린것",334,45.6,14.8,0.6,-
어패류 및 그 제품,"정어리, 삶아서 말린것",113,24.5,2.1,0.1,-
어패류 및 그 제품,"정어리, 소금에 절여 말린것",188,29.6,6.5,0.5,-
어패류 및 그 제품,"정어리, 염장",153,23.3,5.7,0.2,-
어패류 및 그 제품,"정어리, 통조림",122,19.3,4.8,0.3,-
어패류 및 그 제품,"정어리, 통조림, 유지",268,21.7,20,0.3,-
어패류 및 그 제품,"정어리, 통조림, 조미",121,16.5,5.9,0.4,-
어패류 및 그 제품,"조기(참조기), 생것",118,19.02,4.04,0,0
어패류 및 그 제품,"조기(참조기), 굴비, 소금에 절여 말린것",332,44.4,15.2,0.4,-
어패류 및 그 제품,"조기(참조기), 젓갈",123,15.5,2.8,8,-
어패류 및 그 제품,"준치, 생것",129,20.1,4.7,0,-
어패류 및 그 제품,"준치, 강준치, 생것",90,18.7,1.1,0.2,-
어패류 및 그 제품,"쥐치, 생것",83,19.1,0.1,0.3,-
어패류 및 그 제품,"쥐치, 포, 말린것",339,41.8,2.3,34.3,-
어패류 및 그 제품,"쥐치, 포, 냉동",115,18,4,0.3,-
어패류 및 그 제품,"쥐치, 포, 조미하여 말린것",307,41.84,1.3,32.01,25.76
어패류 및 그 제품,"쥐치, 말쥐치, 생것",145,17.3,7.62,0,0
어패류 및 그 제품,"쥐치, 말쥐치, 조미하여 말린것",312,38.7,2.2,34.3,-
어패류 및 그 제품,"참마자, 생것",90,17.7,1.5,0.3,-
어패류 및 그 제품,"청새치, 생것",107,23.1,1.8,0.1,-
어패류 및 그 제품,"청어, 생것",213,16.3,15.1,0.4,-
어패류 및 그 제품,"청어, 말린것",418,44.5,24,1,-
어패류 및 그 제품,"청어, 삶아서 말린것",123,18.7,4.7,0,-
어패류 및 그 제품,"청어, 염장",159,17.5,9,0.2,-
어패류 및 그 제품,"청어, 훈제",280,23.1,22.1,Tr,-
어패류 및 그 제품,"청어, 알, 생것",102,19.6,2.4,0.5,-
어패류 및 그 제품,"청어, 알, 말린것",358,65.2,13.6,0.5,-
어패류 및 그 제품,"청어, 알, 염장",80,15,3,0.6,-
어패류 및 그 제품,"초어, 생것",89,17.1,1.7,0.2,-
어패류 및 그 제품,"통치, 생것",138,20,5.7,0.1,-
어패류 및 그 제품,"투라치, 생것",79,18.1,0.1,0.5,-
어패류 및 그 제품,"틸라피아, 생것",126,19.3,4.7,0.2,-
어패류 및 그 제품,"푸렁통구멍, 생것",76,17.4,0.2,0.2,-
어패류 및 그 제품,"풀반지, 생것",167,16.9,10.1,0.2,-
어패류 및 그 제품,"피라미, 생것",105,18.5,2.8,0.2,-
어패류 및 그 제품,"학공치, 생것",94,17.8,1.7,0.7,-
어패류 및 그 제품,"학공치, 조미하여 말린것",325,59.1,2,17.7,-
어패류 및 그 제품,"향어, 생것",158,18.4,8.7,0.1,-
어패류 및 그 제품,"홍감펭, 생것",108,16.7,3.9,0.2,-
어패류 및 그 제품,"홍어, 생것",87,19.6,0.5,0,-
어패류 및 그 제품,"홍치, 생것",93,18.9,1.4,0.1,-
어패류 및 그 제품,"황매퉁이, 생것",97,20,1.3,0.1,-
어패류 및 그 제품,"황새치, 생것",81,17,1,0,-
어패류 및 그 제품,"황새치, 구운것",172,23.45,7.93,0,0
어패류 및 그 제품,"황새치, 젓갈",117,15.7,4.8,2.7,-
어패류 및 그 제품,"황어, 생것",95,18.3,1.8,0.2,-
어패류 및 그 제품,"횟대, 빨간횟대, 생것",74,17.1,0.1,0.3,-
어패류 및 그 제품,"히메치, 생것",99,20.9,1.1,0,-
어패류 및 그 제품,"가리비, 생것",80,15.18,1.73,0,0.22
어패류 및 그 제품,"가리비, 삶은것",89,17.6,1.9,1.9,-
어패류 및 그 제품,"가리비, 튀긴것(빵가루)",216,18.07,10.94,10.13,-
어패류 및 그 제품,"가리비, 말린것",349,77.6,0.4,4.4,-
어패류 및 그 제품,"가리비, 통조림",107,21.6,0.3,4.4,-
어패류 및 그 제품,"가리비, 관자, 생것",82,16.9,0.3,3.5,-
어패류 및 그 제품,"가리비, 관자, 삶아서 말린것",301,65.7,1.4,7.6,-
어패류 및 그 제품,"가리비, 관자, 냉동",105,20.8,0.8,2.4,-
어패류 및 그 제품,"가리비, 국자가리비, 생것",55,10.8,0.8,1.5,-
어패류 및 그 제품,"가리비, 비단가리비, 생것",76,14.5,1,1.4,-
어패류 및 그 제품,"가리비, 큰가리비, 생것",60,12.3,0.82,0,0.2
어패류 및 그 제품,"각시수랑, 생것",70,15,0.3,0.9,-
어패류 및 그 제품,"고둥, 갈색고리돼지고둥, 생것",92,16.1,0.7,4.3,-
어패류 및 그 제품,"고둥, 갈색띠매물고둥, 생것",78,15.1,0.2,3,-
어패류 및 그 제품,"고둥, 관절매물고둥(보라골뱅이), 생것",104,17.7,1.1,4.5,-
어패류 및 그 제품,"고둥, 긴고둥(긴뿔고둥), 생것",118,17.2,2.7,4.8,-
어패류 및 그 제품,"고둥, 나팔고둥, 생것",111,15.9,3,3.9,-
어패류 및 그 제품,"고둥, 두드럭고둥, 생것",89,14.2,0.7,5.5,-
어패류 및 그 제품,"고둥, 매끈이고둥, 생것",108,22.5,0.4,2.3,-
어패류 및 그 제품,"고둥, 물레고둥, 생것",88,17.1,0.3,3.2,-
어패류 및 그 제품,"고둥, 민허리돼지고둥, 생것",105,16.5,2.4,3.2,-
어패류 및 그 제품,"고둥, 보말고둥, 생것",93,14.6,2.2,2.6,-
어패류 및 그 제품,"고둥, 보말고둥, 삶은것",106,18.4,0.7,5.3,-
어패류 및 그 제품,"고둥, 비단고둥, 생것",95,17,1.2,2.8,-
어패류 및 그 제품,"고둥, 세고리물레고둥, 생것",74,15,0.1,2.4,-
어패류 및 그 제품,"고둥, 위고둥, 생것",66,11.2,1.5,1.1,-
어패류 및 그 제품,"고둥, 조각매물고둥, 생것",127,17.7,3.6,4.4,-
어패류 및 그 제품,"고둥, 콩깍지고둥, 생것",100,19.7,0.5,3,-
어패류 및 그 제품,"고둥, 털탑고둥, 생것",145,20.7,3.7,5.5,-
어패류 및 그 제품,"고둥, 피뿔고둥, 생것",110,17.9,0.2,8,-
어패류 및 그 제품,"굴, 석굴, 생것",64,8.9,1.2,3.7,-
어패류 및 그 제품,"굴, 참굴, 생것",83,9.66,2.19,5.27,0.97
어패류 및 그 제품,"굴, 참굴, 삶은것",90,9.9,3.6,7.1,-
어패류 및 그 제품,"굴, 참굴, 양식, 생것",88,10.5,2.4,5.1,-
어패류 및 그 제품,"굴, 참굴, 양념젓갈(어리굴젓)",91,8.6,2.7,8.1,-
어패류 및 그 제품,"굴, 토굴, 생것",82,10.2,1.8,5.3,-
어패류 및 그 제품,"굴, 냉동",97,10,3.6,5.1,-
어패류 및 그 제품,"굴, 튀긴것(튀김옷)",199,8.77,12.58,11.62,-
어패류 및 그 제품,"굴, 통조림",83,14.7,2.7,0,-
어패류 및 그 제품,"굴, 통조림, 훈제",294,12.5,22.6,11.2,-
어패류 및 그 제품,"꼬막, 생것",63,12.6,0.3,1.6,-
어패류 및 그 제품,"꼬막, 새꼬막, 생것",74,12.29,1.11,2.87,0.88
어패류 및 그 제품,"다슬기, 생것",85,11.9,1.2,5.7,-
어패류 및 그 제품,"다슬기, 곳체다슬기, 생것",71,11.6,0.6,4,-
어패류 및 그 제품,"다슬기, 띠구슬다슬기, 생것",117,16.9,0.6,9.8,-
어패류 및 그 제품,"다슬기, 염주알다슬기, 생것",113,12.7,1.4,11.2,-
어패류 및 그 제품,"다슬기, 좀주름다슬기, 생것",88,14,0.5,6,-
어패류 및 그 제품,"다슬기, 주름다슬기, 생것",98,14.2,1.6,5.6,-
어패류 및 그 제품,"다슬기, 참다슬기, 생것",76,12.3,0.4,4.9,-
어패류 및 그 제품,"담치, 지중해담치, 생것",54,8.9,0.5,2.9,-
어패류 및 그 제품,"담치, 진주담치, 생것",75,10.3,1.1,5.1,-
어패류 및 그 제품,"담치, 진주담치, 구운것",172,23.8,4.48,7.39,-
어패류 및 그 제품,"담치, 진주담치, 양식, 생것",84,11.9,1.7,4.4,-
어패류 및 그 제품,"담치, 참담치(홍합), 생것",82,13.8,1.2,3.1,-
어패류 및 그 제품,"담치, 참담치(홍합), 삶아서 말린것",391,56.1,10.2,14.1,-
어패류 및 그 제품,"담치, 참담치(홍합), 통조림",89,15.8,2.3,1.3,-
어패류 및 그 제품,"대수리, 생것",112,18.8,2.6,1.9,-
어패류 및 그 제품,"대합, 북방대합, 생것",62,12,0.8,1,-
어패류 및 그 제품,"동죽, 생것",69,11.8,1.6,0.9,-
어패류 및 그 제품,"맛, 붉은맛(큰죽합), 생것",95,16.1,1.8,2.5,-
어패류 및 그 제품,"바지락, 생것",74,12.27,0.93,3.2,0.75
어패류 및 그 제품,"바지락, 양식, 생것",68,13,1.1,0.7,-
어패류 및 그 제품,"바지락, 말린것",347,74,3.7,0,-
어패류 및 그 제품,"바지락, 장조림",235,24.8,2.1,29.1,-
어패류 및 그 제품,"바지락, 통조림",91,15.2,2.4,2.1,-
어패류 및 그 제품,"바지락, 통조림, 조미",106,16,0.8,8.8,-
어패류 및 그 제품,"바지락, 젓갈",51,8.5,1,1.5,-
어패류 및 그 제품,"백합, 생것",74,11.7,1,3.6,-
어패류 및 그 제품,"백합, 삶은것",79,14.9,1.5,2.9,-
어패류 및 그 제품,"백합, 구운것",70,13.3,1,2.8,-
어패류 및 그 제품,"백합, 통조림, 조미",123,19.6,0.1,10.9,-
어패류 및 그 제품,"백합, 말백합, 생것",58,10.1,0.5,2.5,-
어패류 및 그 제품,"소라, 생것",107,20.7,0.3,4,-
어패류 및 그 제품,"소라, 통조림",123,19.6,0.1,10.9,-
어패류 및 그 제품,"수랑, 생것",86,15.9,0.7,2.9,-
어패류 및 그 제품,"오분자기, 생것",95,13.3,2.1,4.6,-
어패류 및 그 제품,"우렁이, 논우렁이, 생것",73,10.5,1.4,3.8,-
어패류 및 그 제품,"우렁이, 왕우렁, 생것",66,10.6,0.9,3.1,-
어패류 및 그 제품,"우렁이, 큰구슬우렁이(골뱅이), 생것",71,17.4,0.1,0.3,-
어패류 및 그 제품,"우렁이, 큰구슬우렁이(골뱅이), 통조림, 고형물",109,19.33,0.83,5.97,4.24
어패류 및 그 제품,큰우슬우렁이(골뱅이) 무침,109,7.1,2,15.7,-
어패류 및 그 제품,"우렁이, 큰논우렁이, 생것",71,9.8,1,4.9,-
어패류 및 그 제품,"재첩, 생것",94,12.5,1.9,5.8,-
어패류 및 그 제품,"전복, 둥근전복, 생것",85,14.3,0.7,4.5,-
어패류 및 그 제품,"전복, 말전복, 생것",77,12.8,0.8,3.8,-
어패류 및 그 제품,"전복, 북방전복, 생것",91,15,0.7,5.1,-
어패류 및 그 제품,"전복, 내장, 생것",150,18.5,7.6,0,-
어패류 및 그 제품,"전복, 말린것",254,56,0.9,2.3,-
어패류 및 그 제품,"전복, 튀긴것",189,19.63,6.78,11.05,-
어패류 및 그 제품,"전복, 통조림, 삶은것",96,16.3,0.2,7.3,-
어패류 및 그 제품,"전복, 통조림, 조미",131,14.7,0.1,17.9,-
어패류 및 그 제품,"전복, 젓갈",96,12.2,4.8,1,-
어패류 및 그 제품,"조개, 가무락조개, 생것",77,14.1,0.6,2.8,-
어패류 및 그 제품,"조개, 개량조개(명주조개), 생것",62,12,0.7,1.1,-
어패류 및 그 제품,"조개, 개량조개(명주조개), 말린것",276,54.2,2,7,-
어패류 및 그 제품,"조개, 개조개, 생것",64,10.9,0.6,3,-
어패류 및 그 제품,"조개, 떡조개, 생것",87,11.2,1,7.4,-
어패류 및 그 제품,"조개, 맛조개, 생것",56,9.7,1,1.3,-
어패류 및 그 제품,"조개, 맛조개, 말린것",349,57.9,4.8,14.4,-
어패류 및 그 제품,"조개, 살조개, 생것",89,14.2,1.5,3.6,-
어패류 및 그 제품,"조개, 새조개, 생것",114,21.5,1.9,1.3,-
어패류 및 그 제품,"조개, 새조개, 말린것",293,61.1,1.5,5.2,-
어패류 및 그 제품,"조개, 새조개, 조미하여 말린것",300,57.9,4.1,7.9,-
어패류 및 그 제품,"조개, 왕우럭조개, 생것",101,16.4,2.2,2.7,-
어패류 및 그 제품,"조개, 우럭, 생것",99,16.3,2,2.7,-
어패류 및 그 제품,"조개, 접시조개(비단조개), 생것",68,11.9,0.6,3,-
어패류 및 그 제품,"조개, 진주조개, 생것",56,10.1,0.9,1.1,-
어패류 및 그 제품,"조개, 키조개, 생것",57,10.3,1.1,0.8,-
어패류 및 그 제품,"조개, 키조개, 패주, 생것",70,12.4,1.1,1.9,-
어패류 및 그 제품,"조개, 키조개, 근육, 생것",91,18.6,0.2,2.7,-
어패류 및 그 제품,"조개, 펄조개, 생것",74,9.4,1,6,-
어패류 및 그 제품,"조개, 피조개, 생것",66,11.6,0.6,2.7,-
어패류 및 그 제품,"조개, 피조개, 통조림, 조미",115,18,1.3,7.8,-
어패류 및 그 제품,"조개, 피조개, 양식, 생것",83,11.8,2.2,3,-
어패류 및 그 제품,"조개, 젓갈",71,10.83,0.63,5.45,0.25
어패류 및 그 제품,"가재, 갯가재, 생것",87,16.1,1.7,0.8,-
어패류 및 그 제품,"가재, 갯가재, 삶은것",89,19.2,1.7,0.2,-
어패류 및 그 제품,"가재, 바닷가재, 생것",77,15.97,0.95,0,0
어패류 및 그 제품,"가재, 바닷가재, 찐것",82,16.77,1.2,0,0
어패류 및 그 제품,"개불, 생것",53,10.5,0.2,1.6,-
어패류 및 그 제품,"게, 꽃게, 생것",77,16.19,0.7,0.43,0.41
어패류 및 그 제품,"게, 꽃게, 찐것",83,17.88,0.74,0,0
어패류 및 그 제품,"게, 닭게, 생것",69,15.2,0.5,0.1,-
어패류 및 그 제품,"게, 닭게, 삶은것",73,16.1,0.3,0.6,-
어패류 및 그 제품,"게, 닭게, 젓갈",57,12.2,0.6,0.8,-
어패류 및 그 제품,"게, 대게, 생것",85,17.4,1,0.5,-
어패류 및 그 제품,"게, 대게, 삶은것",65,15,0.6,0.1,-
어패류 및 그 제품,"게, 대게, 삶아서 말린것",314,66.7,2.6,2,-
어패류 및 그 제품,"게, 대게, 통조림",69,16.3,0.4,0.2,-
어패류 및 그 제품,"게, 민꽃게, 생것",86,14.8,1.6,2,-
어패류 및 그 제품,"게, 방게, 생것",66,11.9,1.3,0.9,-
어패류 및 그 제품,"게, 붉은대게, 생것",48,10.5,0.3,0.3,-
어패류 및 그 제품,"게, 왕게, 생것",67,13.7,0.7,0.6,-
어패류 및 그 제품,"게, 왕게, 삶은것",77,17.5,1.5,0.3,-
어패류 및 그 제품,"게, 주름송편게, 생것",87,18.8,0.3,1.1,-
어패류 및 그 제품,"게, 참게, 생것",175,14.4,12,0.2,-
어패류 및 그 제품,"게맛살, 어육함량이 낮은것",119,7.7,1.12,19.45,3.48
어패류 및 그 제품,"게맛살, 어육함량이 낮은것, 데친것",118,7.71,1.09,19.31,3.24
어패류 및 그 제품,"게맛살, 어육함량이 높은것",93,11.67,0.87,9.52,3.46
어패류 및 그 제품,"군소, 생것",36,5.8,1,0.5,-
어패류 및 그 제품,"군소, 풍선군소, 생것",43,7.7,0.9,0.5,-
어패류 및 그 제품,"꼴뚜기, 불똥꼴뚜기, 생것",91,14.4,3,0.6,-
어패류 및 그 제품,"꼴뚜기, 불똥꼴뚜기, 삶은것",91,17.7,2.9,0.4,-
어패류 및 그 제품,"꼴뚜기, 불똥꼴뚜기, 조린것",245,27,6.7,22.9,-
어패류 및 그 제품,"꼴뚜기, 불똥꼴뚜기, 조미훈제",305,43.1,7.5,21.3,-
어패류 및 그 제품,"꼴뚜기, 참꼴뚜기, 생것",78,13.6,1.8,1,-
어패류 및 그 제품,"꼴뚜기, 참꼴뚜기, 삶아서 말린것",286,51.3,6.6,1.7,-
어패류 및 그 제품,"꼴뚜기, 창꼴뚜기, 생것",70,14.7,0.5,0.8,-
어패류 및 그 제품,"꼴뚜기, 젓갈",83,16,2,0.3,-
어패류 및 그 제품,"꼴뚜기, 양념젓갈",114,9.6,1.8,14.8,-
어패류 및 그 제품,"낙지, 생것",73,16.3,0.43,0,0.2
어패류 및 그 제품,"낙지, 세발낙지, 생것",55,11.5,0.6,0.1,-
어패류 및 그 제품,"낙지, 양념젓갈",161,10,1.36,27.14,9.1
어패류 및 그 제품,"멍게(우렁쉥이), 생것",27,5,0.8,0.8,-
어패류 및 그 제품,"멍게, 양식, 생것",73,8.7,2.1,4.9,-
어패류 및 그 제품,"멍게, 양념젓갈",140,9.25,1.19,22.99,10.13
어패류 및 그 제품,"멍게, 끈멍게, 생것",63,7.4,1.5,5,-
어패류 및 그 제품,"멍게, 붉은멍게, 생것",75,9.2,2.6,3.7,-
어패류 및 그 제품,"문어, 생것",70,16.4,0.7,0.1,-
어패류 및 그 제품,"문어, 삶은것",91,21.7,0.7,0.1,-
어패류 및 그 제품,"문어, 대문어, 생것",58,12.2,0.6,0.3,-
어패류 및 그 제품,"문어, 대문어, 말린것",348,72,3.1,3.6,-
어패류 및 그 제품,"문어, 참문어, 생것",56,12.7,0.2,0.1,-
어패류 및 그 제품,"미더덕, 생것",44,4.3,1.2,4.1,-
어패류 및 그 제품,"미더덕, 주름미더덕, 생것",52,9,0.7,2.3,-
어패류 및 그 제품,"새우, 가시발새우, 생것",71,15.2,0.5,0.6,-
어패류 및 그 제품,"새우, 각시흰새우, 생것",85,15.7,1.6,1,-
어패류 및 그 제품,"새우, 긴뿔천길새우, 생것",92,20,0.8,0,-
어패류 및 그 제품,"새우, 꽃새우, 생것",114,22,2,0.6,-
어패류 및 그 제품,"새우, 꽃새우, 삶아서 말린것",307,55.5,5.9,4.1,-
어패류 및 그 제품,"새우, 꽃새우, 찐것",119,22.78,1.7,1.52,0
어패류 및 그 제품,"새우, 꽃새우, 튀긴것(빵가루)",242,21.39,12.28,11.47,0.8
어패류 및 그 제품,"새우, 꽃새우, 냉동",114,22,2,0.6,-
어패류 및 그 제품,"새우, 꽃새우, 장조림",230,25.9,2.6,25.8,-
어패류 및 그 제품,"새우, 닭새우, 생것",88,17,1.2,1.3,-
어패류 및 그 제품,"새우, 대하, 생것",82,18.1,0.6,0.1,-
어패류 및 그 제품,"새우, 대하, 말린것",360,62.4,3.5,15.6,-
어패류 및 그 제품,"새우, 물렁가시붉은새우, 생것",83,18,0.5,0.6,-
어패류 및 그 제품,"새우, 보리새우, 생것",71,15.1,0.7,0.1,-
어패류 및 그 제품,"새우, 보리새우, 삶은것",116,28.2,0.5,Tr,-
어패류 및 그 제품,"새우, 부채새우, 생것",65,13.7,0.8,0,-
어패류 및 그 제품,"새우, 중하, 생것",94,20.1,0.9,0.1,-
어패류 및 그 제품,"새우, 중하, 삶아서 말린것",300,54.4,6.2,2.9,-
어패류 및 그 제품,"새우, 중하, 조미하여 말린것",319,28.5,2,46.7,-
어패류 및 그 제품,"새우, 중하, 통조림",95,21.5,0.7,0.6,-
어패류 및 그 제품,"새우, 중하, 젓갈",88,15.8,2.6,0.3,-
어패류 및 그 제품,"새우, 젓새우, 생것",62,9.6,1.2,2.6,-
어패류 및 그 제품,"새우, 젓새우, 조린것",230,19.1,1.8,35.1,-
어패류 및 그 제품,"새우, 젓새우, 젓갈",53,10.4,0.9,0.7,-
어패류 및 그 제품,"새우, 징거미새우, 생것",90,18.3,1.4,0,-
어패류 및 그 제품,"새우, 철모새우(도화새우), 생것",90,18.5,0.9,0.9,-
어패류 및 그 제품,"새우, 펄닭새우, 생것",61,13.2,0.6,0,-
어패류 및 그 제품,"새우, 흰다리새우, 생것",98,21.17,0.89,0,-
어패류 및 그 제품,"새우, 껍질, 생것",323,44,11.9,6.1,-
어패류 및 그 제품,"새우 볶음, 말린것, 볶은것",342,23.4,13.4,28.5,-
어패류 및 그 제품,"새우 튀김용, 냉동",139,10.2,1.9,20.3,-
어패류 및 그 제품,"새우 튀김용, 튀긴것(빵가루)",263,6.43,13.53,28.84,0.99
어패류 및 그 제품,"새우, 젓갈",40,8.09,0.32,1.2,0
어패류 및 그 제품,"새우, 젓갈, 추젓",47,9.1,0.6,1.2,-
어패류 및 그 제품,"새우, 젓갈, 토굴대때기젓",53,10.1,0.6,1.7,-
어패류 및 그 제품,"새우, 젓갈, 토굴동백하젓",49,8.3,1,1.6,-
어패류 및 그 제품,"새우, 젓갈, 토굴오젓",57,10.8,0.4,2.5,-
어패류 및 그 제품,"새우, 젓갈, 토굴육젓",56,10.8,0.6,1.9,-
어패류 및 그 제품,"새우, 젓갈, 토굴추젓",46,8.9,0.5,1.5,-
어패류 및 그 제품,"성게, 생것",148,15.8,8.5,2,-
어패류 및 그 제품,"성게, 젓갈",128,21.4,2.8,4.4,-
어패류 및 그 제품,"성게, 알, 젓갈",104,9.2,1.5,13.4,-
어패류 및 그 제품,"성게, 보라성게, 생것",173,16.1,8.7,7.6,-
어패류 및 그 제품,"성게, 보라성게, 알, 생것",173,16.1,8.7,7.6,-
어패류 및 그 제품,"성게, 보라성게, 알, 젓갈",143,18.3,4.5,7.3,-
어패류 및 그 제품,"성게, 통조림",138,14,5.1,8.9,-
어패류 및 그 제품,"오징어, 생것",94,18.84,1.44,0.16,0
어패류 및 그 제품,"오징어, 구운것",108,23.6,1,0.1,-
어패류 및 그 제품,"오징어, 튀긴것",175,17.94,7.48,7.79,-
어패류 및 그 제품,"오징어, 말린것",352,67.8,6.9,0.2,-
어패류 및 그 제품,"오징어, 냉동",88,17,1.5,0.5,-
어패류 및 그 제품,"오징어, 조미, 구운것",300,40.1,3.7,26.6,-
어패류 및 그 제품,"오징어, 조미훈제",205,34.4,2,12.4,-
어패류 및 그 제품,"오징어, 채, 조미하여 말린것",282,39.31,2.41,22.79,14.83
어패류 및 그 제품,"오징어, 포, 조미하여 말린것",280,63.5,2.7,0.4,-
어패류 및 그 제품,"오징어, 갑오징어, 생것",75,15.1,1.2,0.1,-
어패류 및 그 제품,"오징어, 갑오징어, 말린것",339,66.8,4.7,3.2,-
어패류 및 그 제품,"오징어, 살오징어, 생것",72,15.7,0.5,0.2,-
어패류 및 그 제품,"오징어, 쇠갑오징어, 생것",79,16.9,0.7,0.2,-
어패류 및 그 제품,"오징어, 참갑오징어, 생것",76,17.3,0.2,0.2,-
어패류 및 그 제품,"오징어, 양념젓갈",166,9.88,2.04,27,14.82
어패류 및 그 제품,"오징어, 내장, 젓갈",98,16,1.5,5,-
어패류 및 그 제품,오징어 튀김,308,11.9,18.1,24.3,-
어패류 및 그 제품,오징어채 볶음,278,18.6,4.2,41.4,-
어패류 및 그 제품,"주꾸미, 생것",52,10.8,0.5,0.5,-
어패류 및 그 제품,"크릴, 생것",76,12.1,2.6,0.2,-
어패류 및 그 제품,"크릴, 삶은것",78,13.8,3,Tr,-
어패류 및 그 제품,크릴 페이스트,130,16.5,5.5,2,-
어패류 및 그 제품,"한치, 생것",81,14.9,1.8,0.3,-
어패류 및 그 제품,"해삼, 생것",24,3.7,0.4,1.3,-
어패류 및 그 제품,"해삼, 말린것",331,77.6,0.9,3,-
어패류 및 그 제품,"해삼, 염장",34,4.9,0.5,2.4,-
어패류 및 그 제품,"해삼, 젓갈",32,5.5,0,2.5,-
어패류 및 그 제품,"해삼, 내장, 젓갈",43,7.7,1,0.8,-
어패류 및 그 제품,"해파리, 생것",6,1.3,0,0.1,-
해조류,"갈래곰보, 생것",12,0.9,0.2,4.6,-
해조류,"곰피, 말린것",141,12.9,1.3,54.7,-
해조류,"곰피, 가루",129,10,1.4,51.4,-
해조류,"김, 김밥용김, 말린것",182,38.46,2.82,46.19,0
해조류,"김, 둥근돌김, 말린것",165,35.5,1.7,43.3,-
